id_cliente,monto,fecha,id,nombre,ciudad
20.0,328.35,2021-11-30,20,Juan,Guadalajara
92.0,97.48,2022-09-15,92,Elena,Monterrey
64.0,212.4,2021-03-02,64,Laura,Querétaro
50.0,818.02,2020-05-29,50,Laura,Mérida
54.0,318.02,2020-10-30,54,Ana,Puebla
99.0,806.59,2022-01-22,99,Maria,Tijuana
28.0,767.78,2020-05-06,28,Laura,Tijuana
70.0,353.65,2022-02-02,70,Laura,Mérida
49.0,579.02,2022-09-22,49,Carlos,CDMX
41.0,638.21,2022-02-19,41,Luis,Querétaro
14.0,968.32,,14,Ana,Tijuana
69.0,935.44,2022-06-26,69,Laura,León
9.0,107.86,2021-04-13,9,Ana,León
97.0,550.69,2023-02-21,97,Juan,Querétaro
58.0,21.41,2020-12-28,58,Pedro,Mérida
83.0,,2023-09-18,83,Carlos,Querétaro
65.0,,2022-02-12,65,Pedro,Querétaro
72.0,975.4,2020-05-05,72,Elena,Desconocida
82.0,765.04,2020-10-02,82,Juan,Desconocida
61.0,869.75,2020-04-10,61,Elena,Puebla
44.0,744.41,2020-10-13,44,Elena,León
94.0,4.81,2022-11-08,94,Maria,CDMX
17.0,832.32,2021-06-11,17,Carlos,Puebla
19.0,421.3,2021-04-04,19,Luis,León
3.0,788.52,2022-12-21,3,Elena,Monterrey
65.0,831.0,2023-11-14,65,Pedro,Querétaro
44.0,693.85,2021-04-09,44,Elena,León
65.0,381.63,2021-12-30,65,Pedro,Querétaro
81.0,5.45,2023-05-09,81,Sofia,Desconocida
47.0,397.07,2021-08-26,47,Carlos,Puebla
8.0,809.62,2022-11-21,8,Luis,Mérida
9.0,361.63,,9,Ana,León
25.0,,2022-11-27,25,Miguel,León
31.0,,2022-11-10,31,Miguel,Monterrey
73.0,584.3,2022-03-20,73,Laura,Querétaro
1.0,156.22,2023-12-11,1,Pedro,Puebla
85.0,403.46,2020-04-05,85,Elena,Desconocida
58.0,445.53,2021-01-03,58,Pedro,Mérida
66.0,224.03,2021-07-04,66,Luis,Desconocida
96.0,892.24,2021-05-15,96,Maria,Puebla
31.0,856.06,2022-01-04,31,Miguel,Monterrey
61.0,90.71,2021-02-17,61,Elena,Puebla
43.0,591.5,2021-09-12,43,Elena,Tijuana
55.0,551.66,2022-07-09,55,Sin nombre,Querétaro
70.0,604.87,2021-02-16,70,Laura,Mérida
79.0,346.44,2022-04-23,79,Elena,Tijuana
57.0,583.22,2020-03-01,57,Miguel,Monterrey
53.0,572.39,2020-09-08,53,Juan,Querétaro
4.0,247.87,2021-06-08,4,Maria,Guadalajara
42.0,689.57,2021-08-07,42,Sin nombre,CDMX
21.0,296.29,2023-05-25,21,Ana,Tijuana
6.0,547.8,2023-11-07,6,Juan,Guadalajara
89.0,341.62,2022-03-24,89,Pedro,Puebla
24.0,,2022-06-22,24,Carlos,Desconocida
99.0,344.74,2022-09-20,99,Maria,Tijuana
49.0,239.97,2020-10-27,49,Carlos,CDMX
84.0,,2023-09-25,84,Laura,CDMX
12.0,72.09,2021-03-29,12,Luis,León
57.0,893.62,2023-09-28,57,Miguel,Monterrey
27.0,820.55,2020-11-15,27,Luis,Monterrey
67.0,743.11,2020-06-30,67,Luis,Desconocida
62.0,566.26,2020-12-22,62,Carlos,Mérida
42.0,774.08,2023-12-10,42,Sin nombre,CDMX
72.0,806.82,2023-10-29,72,Elena,Desconocida
76.0,44.53,2020-02-08,76,Miguel,Guadalajara
9.0,313.28,2020-11-29,9,Ana,León
41.0,635.66,2021-11-22,41,Luis,Querétaro
4.0,510.84,2021-08-14,4,Maria,Guadalajara
23.0,729.43,2023-04-20,23,Juan,Mérida
70.0,60.15,2023-06-24,70,Laura,Mérida
56.0,974.15,2022-01-01,56,Laura,Guadalajara
50.0,85.86,2020-08-02,50,Laura,Mérida
95.0,688.93,2022-05-11,95,Sofia,Guadalajara
72.0,381.56,2023-05-31,72,Elena,Desconocida
35.0,155.72,2023-05-10,35,Luis,Monterrey
13.0,19.48,2021-01-03,13,Juan,Desconocida
49.0,93.88,2021-07-19,49,Carlos,CDMX
32.0,580.45,2020-10-26,32,Sin nombre,Tijuana
58.0,100.56,2023-01-26,58,Pedro,Mérida
31.0,981.48,2023-11-15,31,Miguel,Monterrey
9.0,145.46,2024-01-24,9,Ana,León
51.0,605.77,2020-01-04,51,Laura,Desconocida
60.0,200.08,2021-12-30,60,Elena,Monterrey
45.0,70.05,2021-05-07,45,Sin nombre,Querétaro
62.0,694.73,2022-10-17,62,Carlos,Mérida
68.0,718.64,2022-05-06,68,Maria,CDMX
38.0,48.09,2022-02-04,38,Sofia,CDMX
26.0,298.36,2021-06-13,26,Sin nombre,Querétaro
3.0,316.07,2023-03-02,3,Elena,Monterrey
81.0,306.89,2022-07-03,81,Sofia,Desconocida
83.0,124.95,2024-01-08,83,Carlos,Querétaro
48.0,199.67,,48,Miguel,León
56.0,328.83,,56,Laura,Guadalajara
11.0,504.28,2022-09-29,11,Sin nombre,Monterrey
17.0,67.27,2023-05-11,17,Carlos,Puebla
93.0,290.6,,93,Sofia,León
79.0,897.44,2023-12-20,79,Elena,Tijuana
29.0,655.13,2023-10-01,29,Sofia,CDMX
45.0,233.14,2021-10-04,45,Sin nombre,Querétaro
4.0,885.61,,4,Maria,Guadalajara
31.0,,2020-07-20,31,Miguel,Monterrey
89.0,556.53,2022-08-05,89,Pedro,Puebla
100.0,277.71,2021-03-15,100,Elena,Querétaro
7.0,631.02,2021-08-06,7,Pedro,Tijuana
72.0,11.2,2023-05-03,72,Elena,Desconocida
34.0,67.97,2021-02-07,34,Sin nombre,CDMX
51.0,168.35,,51,Laura,Desconocida
18.0,122.85,2022-12-13,18,Sofia,León
55.0,848.12,2020-12-09,55,Sin nombre,Querétaro
73.0,624.33,2021-07-22,73,Laura,Querétaro
59.0,707.63,2020-09-23,59,Miguel,Monterrey
1.0,488.82,2021-01-04,1,Pedro,Puebla
29.0,201.29,2021-01-20,29,Sofia,CDMX
8.0,32.17,2024-01-01,8,Luis,Mérida
54.0,907.28,2021-07-24,54,Ana,Puebla
44.0,693.69,2020-12-04,44,Elena,León
6.0,926.91,2020-08-22,6,Juan,Guadalajara
63.0,440.16,2023-02-02,63,Maria,Tijuana
34.0,528.66,2020-04-01,34,Sin nombre,CDMX
40.0,26.45,2023-10-04,40,Pedro,Monterrey
15.0,462.08,2022-01-24,15,Sin nombre,Guadalajara
40.0,48.29,2021-05-08,40,Pedro,Monterrey
82.0,596.06,2023-12-04,82,Juan,Desconocida
79.0,383.83,2020-10-20,79,Elena,Tijuana
27.0,263.52,2022-07-28,27,Luis,Monterrey
54.0,,2021-05-03,54,Ana,Puebla
6.0,171.8,2023-01-18,6,Juan,Guadalajara
57.0,17.01,2021-01-16,57,Miguel,Monterrey
69.0,694.4,,69,Laura,León
10.0,386.06,2021-12-08,10,Pedro,Guadalajara
50.0,107.71,2022-07-11,50,Laura,Mérida
72.0,80.7,2020-05-05,72,Elena,Desconocida
87.0,,2023-08-05,87,Miguel,León
31.0,835.92,2020-09-24,31,Miguel,Monterrey
87.0,844.48,2021-01-14,87,Miguel,León
21.0,699.9,2021-09-12,21,Ana,Tijuana
57.0,931.41,2022-09-01,57,Miguel,Monterrey
97.0,515.21,2020-05-14,97,Juan,Querétaro
7.0,516.2,2020-09-27,7,Pedro,Tijuana
78.0,195.56,2022-11-10,78,Carlos,CDMX
48.0,,2022-04-06,48,Miguel,León
21.0,924.14,2022-12-13,21,Ana,Tijuana
34.0,913.06,,34,Sin nombre,CDMX
60.0,96.27,2022-02-15,60,Elena,Monterrey
97.0,747.06,2021-12-14,97,Juan,Querétaro
32.0,628.69,2020-08-07,32,Sin nombre,Tijuana
13.0,48.05,2023-04-03,13,Juan,Desconocida
62.0,605.22,2023-11-12,62,Carlos,Mérida
43.0,701.17,2021-11-10,43,Elena,Tijuana
30.0,448.34,2023-09-15,30,Luis,Monterrey
12.0,,,12,Luis,León
36.0,500.33,2021-06-01,36,Laura,Desconocida
6.0,934.53,2021-01-29,6,Juan,Guadalajara
59.0,780.49,2022-04-03,59,Miguel,Monterrey
41.0,687.59,2021-11-08,41,Luis,Querétaro
40.0,477.93,2022-01-30,40,Pedro,Monterrey
33.0,676.08,2023-08-29,33,Sin nombre,Monterrey
85.0,968.03,2023-05-15,85,Elena,Desconocida
88.0,237.76,2022-08-24,88,Pedro,Tijuana
11.0,109.85,2020-10-02,11,Sin nombre,Monterrey
50.0,799.85,2022-12-16,50,Laura,Mérida
49.0,761.17,2020-05-05,49,Carlos,CDMX
74.0,299.59,2020-02-23,74,Ana,Desconocida
99.0,330.73,2021-11-04,99,Maria,Tijuana
55.0,398.72,2022-08-05,55,Sin nombre,Querétaro
42.0,183.66,2023-02-17,42,Sin nombre,CDMX
97.0,83.21,2023-08-31,97,Juan,Querétaro
20.0,770.34,2023-06-09,20,Juan,Guadalajara
97.0,895.79,2021-03-11,97,Juan,Querétaro
46.0,106.56,2023-09-01,46,Juan,Puebla
2.0,206.08,2023-04-13,2,Miguel,Puebla
34.0,77.32,2022-01-18,34,Sin nombre,CDMX
79.0,460.85,2022-10-06,79,Elena,Tijuana
65.0,191.99,2023-06-20,65,Pedro,Querétaro
32.0,,2023-12-16,32,Sin nombre,Tijuana
61.0,761.37,2020-03-15,61,Elena,Puebla
9.0,256.11,2020-03-30,9,Ana,León
83.0,227.63,2023-07-09,83,Carlos,Querétaro
25.0,852.45,2020-02-18,25,Miguel,León
95.0,712.17,,95,Sofia,Guadalajara
94.0,914.94,2024-01-15,94,Maria,CDMX
46.0,820.89,2022-01-01,46,Juan,Puebla
89.0,373.29,2020-08-15,89,Pedro,Puebla
52.0,468.13,2020-12-22,52,Sin nombre,Guadalajara
31.0,648.18,2022-05-10,31,Miguel,Monterrey
7.0,73.45,2023-04-30,7,Pedro,Tijuana
74.0,600.7,2023-06-03,74,Ana,Desconocida
43.0,500.17,2022-12-08,43,Elena,Tijuana
9.0,195.67,2023-11-18,9,Ana,León
81.0,264.62,2023-02-22,81,Sofia,Desconocida
17.0,203.87,2021-09-04,17,Carlos,Puebla
93.0,837.05,,93,Sofia,León
98.0,,2021-02-18,98,Sofia,Tijuana
90.0,490.87,2021-03-01,90,Elena,CDMX
98.0,966.16,2022-05-26,98,Sofia,Tijuana
85.0,117.28,2022-07-09,85,Elena,Desconocida
61.0,958.91,2023-03-16,61,Elena,Puebla
20.0,,2022-04-19,20,Juan,Guadalajara
100.0,954.75,2020-08-05,100,Elena,Querétaro
16.0,,2022-01-20,16,Ana,Monterrey
15.0,212.24,2023-01-24,15,Sin nombre,Guadalajara
27.0,,2022-07-13,27,Luis,Monterrey
47.0,291.22,,47,Carlos,Puebla
60.0,965.69,2023-12-20,60,Elena,Monterrey
68.0,110.98,2020-03-01,68,Maria,CDMX
78.0,267.32,2020-08-10,78,Carlos,CDMX
42.0,498.22,2023-02-07,42,Sin nombre,CDMX
88.0,849.48,2021-01-13,88,Pedro,Tijuana
15.0,572.03,,15,Sin nombre,Guadalajara
47.0,421.24,2023-05-02,47,Carlos,Puebla
64.0,735.25,2021-02-02,64,Laura,Querétaro
44.0,804.65,2021-09-01,44,Elena,León
48.0,318.7,2023-04-22,48,Miguel,León
43.0,848.29,2021-03-01,43,Elena,Tijuana
77.0,892.12,2020-06-08,77,Miguel,Desconocida
100.0,979.75,2022-08-24,100,Elena,Querétaro
42.0,167.85,2021-09-16,42,Sin nombre,CDMX
41.0,950.93,2021-09-21,41,Luis,Querétaro
43.0,230.06,2022-05-15,43,Elena,Tijuana
89.0,705.83,2021-09-02,89,Pedro,Puebla
38.0,481.56,2023-02-23,38,Sofia,CDMX
23.0,407.92,2022-12-02,23,Juan,Mérida
85.0,600.59,2023-06-01,85,Elena,Desconocida
40.0,984.58,2020-09-11,40,Pedro,Monterrey
37.0,338.98,,37,Sin nombre,CDMX
82.0,204.47,2022-01-31,82,Juan,Desconocida
81.0,670.4,2022-02-18,81,Sofia,Desconocida
84.0,277.99,2022-12-22,84,Laura,CDMX
27.0,434.86,2023-10-05,27,Luis,Monterrey
29.0,429.3,2022-07-18,29,Sofia,CDMX
92.0,784.87,2022-10-28,92,Elena,Monterrey
67.0,175.79,2021-07-12,67,Luis,Desconocida
50.0,44.76,2021-08-21,50,Laura,Mérida
19.0,904.74,2022-03-10,19,Luis,León
99.0,841.06,2020-08-16,99,Maria,Tijuana
33.0,798.15,2020-12-29,33,Sin nombre,Monterrey
43.0,901.47,2021-03-23,43,Elena,Tijuana
56.0,863.09,2021-08-26,56,Laura,Guadalajara
88.0,996.35,2020-03-30,88,Pedro,Tijuana
17.0,639.77,2022-09-03,17,Carlos,Puebla
61.0,660.87,,61,Elena,Puebla
46.0,480.79,2020-03-10,46,Juan,Puebla
56.0,209.43,2023-11-17,56,Laura,Guadalajara
6.0,563.24,2020-10-25,6,Juan,Guadalajara
71.0,630.89,2022-08-03,71,Pedro,CDMX
31.0,54.28,2021-04-21,31,Miguel,Monterrey
55.0,520.34,2023-12-26,55,Sin nombre,Querétaro
75.0,503.25,2023-05-13,75,Pedro,León
4.0,296.73,2021-04-26,4,Maria,Guadalajara
43.0,179.7,,43,Elena,Tijuana
89.0,602.02,2021-11-23,89,Pedro,Puebla
36.0,525.93,2023-05-27,36,Laura,Desconocida
1.0,656.6,2021-09-25,1,Pedro,Puebla
12.0,398.9,2022-03-16,12,Luis,León
61.0,736.49,2022-02-09,61,Elena,Puebla
14.0,964.07,2020-05-16,14,Ana,Tijuana
5.0,,2021-01-01,5,Sofia,Mérida
26.0,622.0,2022-03-12,26,Sin nombre,Querétaro
56.0,778.87,,56,Laura,Guadalajara
85.0,765.03,2023-12-20,85,Elena,Desconocida
48.0,335.03,2020-05-10,48,Miguel,León
65.0,403.1,2023-08-21,65,Pedro,Querétaro
21.0,858.99,2022-01-29,21,Ana,Tijuana
89.0,270.93,2020-09-23,89,Pedro,Puebla
94.0,142.97,2021-04-14,94,Maria,CDMX
67.0,768.41,2022-08-14,67,Luis,Desconocida
21.0,75.97,2022-08-12,21,Ana,Tijuana
41.0,948.76,2021-08-09,41,Luis,Querétaro
90.0,448.6,2021-12-29,90,Elena,CDMX
19.0,193.59,2024-01-25,19,Luis,León
67.0,,2020-04-10,67,Luis,Desconocida
84.0,216.17,2022-07-11,84,Laura,CDMX
75.0,551.93,2023-05-05,75,Pedro,León
49.0,957.08,2023-03-30,49,Carlos,CDMX
39.0,255.57,2021-07-07,39,Maria,Tijuana
71.0,138.09,2021-01-08,71,Pedro,CDMX
49.0,15.12,2023-09-16,49,Carlos,CDMX
3.0,293.12,,3,Elena,Monterrey
71.0,853.15,2023-09-25,71,Pedro,CDMX
60.0,61.33,2023-06-14,60,Elena,Monterrey
41.0,228.73,2022-09-10,41,Luis,Querétaro
41.0,795.88,2021-12-12,41,Luis,Querétaro
86.0,941.54,2020-11-10,86,Laura,Puebla
52.0,838.67,2021-05-06,52,Sin nombre,Guadalajara
68.0,839.97,2023-09-15,68,Maria,CDMX
59.0,28.74,2021-01-31,59,Miguel,Monterrey
77.0,64.28,2021-07-24,77,Miguel,Desconocida
66.0,971.44,2022-05-27,66,Luis,Desconocida
53.0,153.36,2020-09-21,53,Juan,Querétaro
98.0,904.47,2021-09-29,98,Sofia,Tijuana
94.0,973.66,2020-04-12,94,Maria,CDMX
54.0,489.3,2022-02-06,54,Ana,Puebla
32.0,322.85,2021-05-06,32,Sin nombre,Tijuana
32.0,93.5,2023-10-04,32,Sin nombre,Tijuana
54.0,975.42,2022-11-12,54,Ana,Puebla
49.0,880.04,2021-07-25,49,Carlos,CDMX
32.0,642.61,2021-05-14,32,Sin nombre,Tijuana
55.0,438.79,2021-08-11,55,Sin nombre,Querétaro
51.0,118.37,2022-10-13,51,Laura,Desconocida
82.0,325.54,2023-08-10,82,Juan,Desconocida
77.0,599.63,2022-02-20,77,Miguel,Desconocida
51.0,931.21,2020-07-21,51,Laura,Desconocida
19.0,314.15,2021-03-21,19,Luis,León
82.0,725.96,2022-01-20,82,Juan,Desconocida
97.0,909.74,2022-04-25,97,Juan,Querétaro
53.0,958.9,2021-11-29,53,Juan,Querétaro
23.0,993.14,2023-08-23,23,Juan,Mérida
92.0,448.43,2021-01-28,92,Elena,Monterrey
96.0,745.99,2022-06-12,96,Maria,Puebla
61.0,149.98,2021-08-17,61,Elena,Puebla
19.0,933.47,2020-04-25,19,Luis,León
7.0,489.05,2023-01-02,7,Pedro,Tijuana
51.0,27.6,2023-12-25,51,Laura,Desconocida
18.0,600.62,2023-06-07,18,Sofia,León
48.0,415.28,2022-09-13,48,Miguel,León
77.0,535.4,2021-05-02,77,Miguel,Desconocida
37.0,914.32,2020-07-16,37,Sin nombre,CDMX
28.0,954.7,2022-11-23,28,Laura,Tijuana
81.0,985.54,2021-11-24,81,Sofia,Desconocida
92.0,,2021-07-17,92,Elena,Monterrey
9.0,751.86,2022-03-22,9,Ana,León
51.0,780.2,2021-01-16,51,Laura,Desconocida
81.0,16.45,2020-04-05,81,Sofia,Desconocida
7.0,623.86,2021-03-05,7,Pedro,Tijuana
82.0,4.94,2022-12-07,82,Juan,Desconocida
53.0,547.37,2022-10-09,53,Juan,Querétaro
90.0,9.91,2020-05-23,90,Elena,CDMX
73.0,883.55,2021-02-20,73,Laura,Querétaro
38.0,97.7,2021-11-04,38,Sofia,CDMX
66.0,,2022-10-28,66,Luis,Desconocida
46.0,516.17,2022-10-21,46,Juan,Puebla
34.0,155.26,2023-12-17,34,Sin nombre,CDMX
94.0,2.11,2022-09-22,94,Maria,CDMX
59.0,190.16,2021-05-03,59,Miguel,Monterrey
49.0,204.34,,49,Carlos,CDMX
68.0,437.03,2021-02-08,68,Maria,CDMX
37.0,476.62,2023-04-30,37,Sin nombre,CDMX
11.0,730.38,,11,Sin nombre,Monterrey
53.0,837.13,2020-08-16,53,Juan,Querétaro
36.0,385.36,2020-07-02,36,Laura,Desconocida
86.0,217.39,2021-08-22,86,Laura,Puebla
65.0,605.96,2023-01-02,65,Pedro,Querétaro
46.0,964.43,2021-02-15,46,Juan,Puebla
53.0,,2022-06-02,53,Juan,Querétaro
100.0,542.3,,100,Elena,Querétaro
89.0,883.98,2023-04-04,89,Pedro,Puebla
12.0,78.51,2021-10-23,12,Luis,León
68.0,817.72,2021-12-20,68,Maria,CDMX
76.0,24.58,2022-10-07,76,Miguel,Guadalajara
58.0,850.83,2024-02-04,58,Pedro,Mérida
29.0,,2020-04-15,29,Sofia,CDMX
56.0,37.01,2022-10-25,56,Laura,Guadalajara
70.0,66.91,2020-01-01,70,Laura,Mérida
41.0,654.87,2023-05-08,41,Luis,Querétaro
60.0,20.55,2020-01-16,60,Elena,Monterrey
1.0,22.94,2021-07-27,1,Pedro,Puebla
6.0,602.04,2023-11-19,6,Juan,Guadalajara
55.0,848.98,2020-12-02,55,Sin nombre,Querétaro
62.0,754.84,2023-02-22,62,Carlos,Mérida
55.0,150.87,2023-11-12,55,Sin nombre,Querétaro
53.0,507.34,2023-10-01,53,Juan,Querétaro
78.0,593.86,2021-02-05,78,Carlos,CDMX
75.0,777.57,2020-03-19,75,Pedro,León
1.0,548.12,2021-08-29,1,Pedro,Puebla
75.0,515.9,2020-05-27,75,Pedro,León
23.0,339.9,2021-11-17,23,Juan,Mérida
95.0,777.95,2021-03-08,95,Sofia,Guadalajara
48.0,390.69,2020-09-08,48,Miguel,León
67.0,189.84,2022-06-07,67,Luis,Desconocida
55.0,943.01,2020-03-18,55,Sin nombre,Querétaro
50.0,937.47,,50,Laura,Mérida
69.0,767.48,2021-08-06,69,Laura,León
49.0,678.47,2022-03-25,49,Carlos,CDMX
21.0,67.26,2021-08-31,21,Ana,Tijuana
10.0,235.55,2022-05-23,10,Pedro,Guadalajara
95.0,760.68,2023-10-19,95,Sofia,Guadalajara
74.0,569.02,2020-12-10,74,Ana,Desconocida
24.0,452.69,2021-11-22,24,Carlos,Desconocida
99.0,251.89,2023-09-01,99,Maria,Tijuana
70.0,253.74,2022-02-27,70,Laura,Mérida
71.0,624.35,2022-03-15,71,Pedro,CDMX
58.0,137.4,2021-09-15,58,Pedro,Mérida
67.0,804.11,2021-05-18,67,Luis,Desconocida
15.0,704.43,2020-05-18,15,Sin nombre,Guadalajara
42.0,99.61,2020-07-21,42,Sin nombre,CDMX
59.0,913.52,2020-04-19,59,Miguel,Monterrey
16.0,378.45,2023-02-05,16,Ana,Monterrey
93.0,694.87,2023-10-15,93,Sofia,León
27.0,781.8,2021-11-01,27,Luis,Monterrey
46.0,708.63,2021-05-06,46,Juan,Puebla
85.0,56.33,2022-01-05,85,Elena,Desconocida
81.0,865.27,2020-11-02,81,Sofia,Desconocida
10.0,,2022-08-17,10,Pedro,Guadalajara
73.0,57.17,2022-03-23,73,Laura,Querétaro
78.0,780.41,2023-08-23,78,Carlos,CDMX
84.0,828.71,2021-01-17,84,Laura,CDMX
39.0,,,39,Maria,Tijuana
34.0,43.95,2023-03-30,34,Sin nombre,CDMX
61.0,,2022-07-27,61,Elena,Puebla
62.0,58.89,2022-05-22,62,Carlos,Mérida
53.0,717.97,2023-10-21,53,Juan,Querétaro
14.0,313.71,2022-11-22,14,Ana,Tijuana
57.0,388.2,2021-03-15,57,Miguel,Monterrey
8.0,820.25,2023-09-02,8,Luis,Mérida
60.0,,2021-08-18,60,Elena,Monterrey
40.0,974.38,2023-11-10,40,Pedro,Monterrey
9.0,,2020-12-15,9,Ana,León
83.0,641.39,2023-01-04,83,Carlos,Querétaro
15.0,230.65,2020-03-07,15,Sin nombre,Guadalajara
77.0,110.04,2020-11-24,77,Miguel,Desconocida
17.0,162.82,2022-07-04,17,Carlos,Puebla
14.0,51.47,2023-03-04,14,Ana,Tijuana
21.0,953.13,2021-01-27,21,Ana,Tijuana
39.0,26.99,2020-01-26,39,Maria,Tijuana
9.0,438.98,2022-05-28,9,Ana,León
18.0,113.46,2022-04-08,18,Sofia,León
34.0,504.91,2022-05-02,34,Sin nombre,CDMX
26.0,703.42,2020-05-04,26,Sin nombre,Querétaro
25.0,817.17,2021-07-02,25,Miguel,León
60.0,938.62,2022-02-11,60,Elena,Monterrey
34.0,785.07,2023-08-05,34,Sin nombre,CDMX
62.0,715.83,2020-03-20,62,Carlos,Mérida
57.0,219.4,2020-06-02,57,Miguel,Monterrey
97.0,495.6,,97,Juan,Querétaro
36.0,442.49,2020-10-30,36,Laura,Desconocida
87.0,645.31,2021-11-20,87,Miguel,León
94.0,,2022-08-08,94,Maria,CDMX
38.0,413.69,2022-01-05,38,Sofia,CDMX
59.0,745.79,2023-08-21,59,Miguel,Monterrey
12.0,193.18,,12,Luis,León
10.0,371.33,2020-11-16,10,Pedro,Guadalajara
72.0,697.02,2023-04-03,72,Elena,Desconocida
78.0,604.67,2022-02-04,78,Carlos,CDMX
25.0,123.03,2020-06-06,25,Miguel,León
89.0,930.91,2022-11-06,89,Pedro,Puebla
80.0,891.08,2023-02-18,80,Luis,Monterrey
48.0,141.79,2021-10-03,48,Miguel,León
94.0,489.23,2023-07-18,94,Maria,CDMX
100.0,,2021-09-17,100,Elena,Querétaro
81.0,517.99,2022-06-29,81,Sofia,Desconocida
87.0,67.46,2021-11-08,87,Miguel,León
98.0,467.35,2020-05-31,98,Sofia,Tijuana
27.0,130.68,2020-06-03,27,Luis,Monterrey
12.0,396.65,2022-01-09,12,Luis,León
80.0,758.38,2020-11-12,80,Luis,Monterrey
18.0,511.28,2020-05-29,18,Sofia,León
30.0,718.86,,30,Luis,Monterrey
90.0,723.62,2022-11-09,90,Elena,CDMX
71.0,157.62,2022-08-15,71,Pedro,CDMX
71.0,737.69,2022-08-02,71,Pedro,CDMX
33.0,476.08,2020-07-22,33,Sin nombre,Monterrey
30.0,,2023-08-23,30,Luis,Monterrey
31.0,836.98,2020-08-06,31,Miguel,Monterrey
24.0,158.5,2023-09-03,24,Carlos,Desconocida
57.0,672.28,2022-11-08,57,Miguel,Monterrey
16.0,769.15,2020-09-27,16,Ana,Monterrey
51.0,906.04,2022-11-18,51,Laura,Desconocida
18.0,14.64,2022-11-18,18,Sofia,León
20.0,395.8,2023-02-19,20,Juan,Guadalajara
95.0,69.25,2023-05-11,95,Sofia,Guadalajara
91.0,920.4,,91,Juan,Desconocida
48.0,968.56,2020-05-28,48,Miguel,León
18.0,337.35,2023-08-11,18,Sofia,León
67.0,747.12,2020-10-25,67,Luis,Desconocida
6.0,296.57,2020-06-28,6,Juan,Guadalajara
61.0,387.66,2023-11-03,61,Elena,Puebla
28.0,866.78,2023-12-20,28,Laura,Tijuana
57.0,7.12,2020-04-06,57,Miguel,Monterrey
16.0,310.39,2022-03-06,16,Ana,Monterrey
28.0,,2021-09-11,28,Laura,Tijuana
20.0,909.51,2022-04-25,20,Juan,Guadalajara
53.0,887.7,2020-08-10,53,Juan,Querétaro
83.0,333.63,2023-10-08,83,Carlos,Querétaro
19.0,63.94,2022-06-01,19,Luis,León
61.0,235.86,2020-01-28,61,Elena,Puebla
23.0,125.28,2021-06-06,23,Juan,Mérida
49.0,113.21,2023-03-02,49,Carlos,CDMX
64.0,97.33,2020-08-08,64,Laura,Querétaro
92.0,106.89,2023-03-07,92,Elena,Monterrey
76.0,391.89,2022-08-21,76,Miguel,Guadalajara
68.0,,2023-11-30,68,Maria,CDMX
9.0,,2021-02-15,9,Ana,León
56.0,120.79,2021-02-22,56,Laura,Guadalajara
22.0,650.84,2021-08-12,22,Ana,CDMX
62.0,151.89,2021-06-05,62,Carlos,Mérida
25.0,,2020-07-30,25,Miguel,León
37.0,702.1,2020-02-27,37,Sin nombre,CDMX
42.0,507.42,2023-10-12,42,Sin nombre,CDMX
93.0,240.29,2021-01-31,93,Sofia,León
87.0,979.93,2023-07-28,87,Miguel,León
70.0,441.51,2020-06-06,70,Laura,Mérida
3.0,447.08,2021-04-08,3,Elena,Monterrey
85.0,291.51,2023-10-20,85,Elena,Desconocida
97.0,14.63,2022-05-31,97,Juan,Querétaro
4.0,345.66,2021-02-04,4,Maria,Guadalajara
97.0,878.26,2020-02-11,97,Juan,Querétaro
62.0,456.2,2020-07-05,62,Carlos,Mérida
26.0,810.38,2020-04-02,26,Sin nombre,Querétaro
88.0,107.47,2020-08-12,88,Pedro,Tijuana
88.0,250.02,2023-08-26,88,Pedro,Tijuana
65.0,248.42,2023-10-07,65,Pedro,Querétaro
19.0,189.58,2023-12-30,19,Luis,León
78.0,996.01,2023-11-06,78,Carlos,CDMX
84.0,453.28,2020-05-11,84,Laura,CDMX
60.0,420.09,2022-10-03,60,Elena,Monterrey
98.0,472.41,2020-11-04,98,Sofia,Tijuana
67.0,693.91,2020-12-27,67,Luis,Desconocida
34.0,143.85,2023-01-19,34,Sin nombre,CDMX
90.0,892.6,2023-08-15,90,Elena,CDMX
73.0,814.94,2023-12-25,73,Laura,Querétaro
9.0,914.68,2022-06-21,9,Ana,León
21.0,486.12,2021-08-03,21,Ana,Tijuana
99.0,145.01,2023-10-28,99,Maria,Tijuana
39.0,853.51,2023-04-02,39,Maria,Tijuana
36.0,653.08,2020-10-25,36,Laura,Desconocida
90.0,264.39,2023-11-19,90,Elena,CDMX
60.0,733.97,2022-07-16,60,Elena,Monterrey
14.0,54.69,2023-04-13,14,Ana,Tijuana
83.0,184.32,2020-05-25,83,Carlos,Querétaro
19.0,,2020-05-02,19,Luis,León
21.0,132.42,,21,Ana,Tijuana
37.0,878.33,2021-06-25,37,Sin nombre,CDMX
96.0,902.85,2022-04-13,96,Maria,Puebla
44.0,188.06,2022-11-07,44,Elena,León
51.0,256.05,2021-06-27,51,Laura,Desconocida
59.0,821.99,2021-07-04,59,Miguel,Monterrey
59.0,716.58,2021-08-14,59,Miguel,Monterrey
4.0,178.14,2020-03-02,4,Maria,Guadalajara
19.0,77.91,2023-06-23,19,Luis,León
